    0.223225060759143751E+00    0.186993050575256348E+01   -0.371100962162017822E+01    0.923458874225616455E+01    0.172784347136569743E+02    0.373692348534791472E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.953837365706578737E+02
    0.112288372263660577E+00    0.278420313881068227E+01   -0.475208608046725089E+01    0.882957463234214757E+01    0.651258015565422284E+02    0.102263900859122168E+05   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.959479901733842837E+02
    0.450288895695958313E-01    0.384305453300476074E+01   -0.107497394084930420E+01    0.268558859825134277E+01    0.677030099502466154E+01    0.270053995344786881E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.961756787912638913E+02
    0.408422533896783235E+00    0.228140004209715253E+01   -0.224138815417486148E+01    0.403024418054365974E+01    0.162822726598015564E+02    0.559467836321680988E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.961957066576177482E+02
    0.170013403378160205E+00    0.271208453178405762E+01   -0.226887273788452148E+01    0.705527007579803467E+01    0.487359011963715147E+02    0.107742695276334871E+05   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.964688615639901599E+02
    0.192286078202443700E+01    0.636723279953002930E+00   -0.236390912532806396E+01    0.680076062679290771E+01    0.711200752821182736E+01    0.369476017325595603E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.965672330137447972E+02
    0.408010095446046106E+00    0.227869153022766113E+01   -0.333648955821990967E+01    0.381981492042541504E+01    0.146921857122587802E+02    0.460944070024907705E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.969303589153436604E+02
    0.161302577076137904E+00    0.223389625549316406E+01   -0.257819581031799316E+01    0.685664236545562744E+01    0.161253018692141730E+02    0.414931320202677762E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.970384997767218636E+02
    0.171121768867362256E+01    0.623943805694580078E+00   -0.422172510623931885E+01    0.525305032730102539E+01    0.537058859990279114E+01    0.271024173639899072E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.970591637310371311E+02
    0.106306574249248637E+00    0.280608927914561290E+01   -0.245004596877072789E+01    0.613836482876677714E+01    0.264140135729754313E+02    0.642251660748463200E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972197457302766566E+02
    0.299532551730006535E+00    0.253224690816036935E+01   -0.301286135663055399E+01    0.374144166383117716E+01    0.154175752304729698E+02    0.476147775452778933E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972311927400482148E+02
    0.714197415329494545E+00    0.172079223913173651E+01   -0.372460631526018116E+01    0.744336704225414714E+01    0.280646252030563055E+02    0.794915450485992187E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972552923145469919E+02
    0.162246753876767835E+01    0.793054830421643153E+00   -0.119132430891849062E+01    0.388610773917698671E+01    0.570901892329159732E+01    0.314622788363411792E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972703431348682983E+02
    0.221580034910728141E+00    0.251453079117551326E+01   -0.160880130604373228E+00    0.878562748747740763E+01    0.686114127795008528E+02    0.124224657128746712E+05   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972709244799684569E+02
    0.107551111912544606E+01    0.673398733139038086E+00   -0.468489575386047363E+01    0.812419950962066650E+01    0.476660153352493676E+01    0.227160772413367886E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.972861342783822778E+02
    0.524903503983559561E+00    0.154230495723680261E+01   -0.550249623239802688E+01    0.366919684233210663E+01    0.565268791302482221E+01    0.187409852998557085E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.973650693459919268E+02
    0.109733568161936065E+00    0.287365937232971191E+01   -0.491634464263916016E+01    0.617625176906585693E+01    0.316153397712977089E+02    0.669759604474191292E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.974243110716330278E+02
    0.779790962527569631E+00    0.164380709427404104E+01   -0.173465600209777904E+01    0.613970850172855886E+01    0.197362313918513266E+02    0.690975412241257709E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.975826004032558103E+02
    0.775323058249086094E+00    0.135901331901550293E+01   -0.351884758472442627E+01    0.327558875083923340E+01    0.558488927784150313E+01    0.211863975525416663E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.975892407551011871E+02
    0.139239561897349784E+01    0.552458047866821289E+00   -0.273742318153381348E+00    0.600899755954742432E+01    0.408274316741824617E+01    0.243711877836008216E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.976065908685963564E+02
    0.454100973747109893E+00    0.131635069847106934E+01   -0.355887579917907715E+01    0.744367003440856934E+01    0.752995699304747834E+01    0.257484314950124099E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.976320407234763081E+02
    0.207800241673618796E+00    0.256546998023986816E+01   -0.507285618782043457E+01    0.742210030555725098E+01    0.491795247883037945E+02    0.997001188434741925E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.978816928762708471E+02
    0.268450471110027122E+00    0.251252940864157814E+01   -0.577305252856290352E+01    0.356753089690953651E+01    0.121992554087583773E+02    0.315569781282177382E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.979138447990892189E+02
    0.122191621710982121E+00    0.266543221473693848E+01   -0.385346424579620361E+01    0.418246746063232422E+01    0.980822134683522329E+01    0.269199676240989675E+04   -0.650000000000000022E+00   -0.300000000000000000E+01    0.520499999999999972E+02    0.979406695237846918E+02
